,event_hash,variable,place_hash,name_cleaner_a,name_cleaner_b,rex_match,string_dist_osa
12831,800c78f05abff497,V4,2996df311a76c840,totu loc,mathari,0,7
10340,63330b2e08daeb49,V3,481fb0a5078bfbb4,totu loc,muringato,0,9
12833,800c78f05abff497,V9,bb93a5f796c255c8,totu loc,muthuaini sublocation,0,15
12828,800c78f05abff497,V1,6e5082dab377f785,totu loc,muthuainisublocation,0,15
12829,800c78f05abff497,V2,882210fe4a71c5c3,totu loc,teto,0,5
10341,63330b2e08daeb49,V4,7830475d335fa43d,totu loc,tetu lee,0,3
12364,7b4aeb1f641ad400,V4,704b33f3c53bdbba,tozers,esperanza farm,0,12
12363,7b4aeb1f641ad400,V3,d2b5b8ca8bf643aa,tozers,kiairathe,0,8
12369,7b4aeb1f641ad400,V9,f0243f7fcc08a491,tozers,lechugu farm,0,11
12367,7b4aeb1f641ad400,V7,eca6400f2e044478,tozers,lechugufarm,0,10
12370,7b4aeb1f641ad400,V10,f09edc5830b8e260,tozers,olechugu farm,0,11
12368,7b4aeb1f641ad400,V8,474cdccc367fe789,tozers,olechugua farm,0,12
12366,7b4aeb1f641ad400,V6,915f9a9d4489cb58,tozers,ruchulocation,0,12
12365,7b4aeb1f641ad400,V5,1c705131b6ba0697,tozers,ss bastards farm,0,14
2481,13c977614febe81b,V6,06520a03e67ed488,tozers farm,engare moyok,0,10
16232,a844344db4564e7f,V8,c9c6d0873f38f302,tozers farm,engare naromoru,0,10
5264,2d200fb0fb7f2a43,V4,704b33f3c53bdbba,tozers farm,esperanza farm,0,7
2482,13c977614febe81b,V8,30c3d94c34324885,tozers farm,gadhika,0,10
2484,13c977614febe81b,V10,5ec5b11472c946fe,tozers farm,kabaribari,0,8
16229,a844344db4564e7f,V4,1c9ea28f6b2c30da,tozers farm,karangiasublocation,0,17
5263,2d200fb0fb7f2a43,V3,d2b5b8ca8bf643aa,tozers farm,kiairathe,0,10
2259,11f48516057c911f,V6,f0243f7fcc08a491,tozers farm,lechugu farm,0,7
2257,11f48516057c911f,V4,eca6400f2e044478,tozers farm,lechugufarm,0,7
2483,13c977614febe81b,V9,0ee78a3d597656f8,tozers farm,moyo engare,0,8
16228,a844344db4564e7f,V3,61206744a2d1847f,tozers farm,muthakwaini,0,11
16231,a844344db4564e7f,V7,6e21a20bd0af8923,tozers farm,naro moru,0,8
2260,11f48516057c911f,V7,f09edc5830b8e260,tozers farm,olechugu farm,0,7
2258,11f48516057c911f,V5,474cdccc367fe789,tozers farm,olechugua farm,0,8
2256,11f48516057c911f,V3,915f9a9d4489cb58,tozers farm,ruchulocation,0,12
16226,a844344db4564e7f,V1,2e31fc65f19403d0,tozers farm,rwathia,0,10
7781,48125edf821e87fb,V5,1c705131b6ba0697,tozers farm,ss bastards farm,0,9
2480,13c977614febe81b,V5,2bd50a45f1b02467,tozers farm,ssbastards farm,0,8
2479,13c977614febe81b,V4,c0c2cb2e685fb39e,tozers farm,ssbastards farm nanyuki,0,16
16227,a844344db4564e7f,V2,318ad4cc13200045,tozers farm,thigingilocation,0,14
2478,13c977614febe81b,V2,448406f816b51dbd,tozers farm,tigithi,0,10
16230,a844344db4564e7f,V5,621f9309382712b7,tozers farm,ugachikusublocation,0,17
19806,dbe77c05e5274362,V1,459e21a0b9c47882,traills farm,kipsing,0,10
19810,dbe77c05e5274362,V10,ef11e6166db45927,traills farm,lolgurugi oldoinyo,0,15
19808,dbe77c05e5274362,V5,386dbc981a2c1cc2,traills farm,ol doinyo lolgurugi,0,16
19807,dbe77c05e5274362,V3,a1a6bb4e7b68cc15,traills farm,oldonyiro,0,10
19809,dbe77c05e5274362,V7,ffa531e49b90d5fa,traills farm,shardika,0,10
17145,b4ee18628eb79ac5,V8,a032d4da9fdfa8c4,tremaine,enaiposha,0,8
17142,b4ee18628eb79ac5,V5,9e56ed8b180df6bb,tremaine,ewaso ngiro,0,10
17143,b4ee18628eb79ac5,V6,9ef2f66df748107c,tremaine,longonot,0,8
17147,b4ee18628eb79ac5,V10,9c5ff505383aafaa,tremaine,manyata farm,0,11
17146,b4ee18628eb79ac5,V9,32ed85fdd8c521ec,tremaine,manyatta farm,0,12
17141,b4ee18628eb79ac5,V4,20f9a45c249bf3fa,tremaine,melawapumpstation,0,14
17144,b4ee18628eb79ac5,V7,eefffc80dba3092e,tremaine,morendat,0,7
17139,b4ee18628eb79ac5,V2,6c966239842b43f0,tremaine,ngambo farm,0,10
17140,b4ee18628eb79ac5,V3,1fc1c5b8b11467bc,tremaine,tulasha,0,6
10922,6b2efe1353856d62,V10,96621b67fd0f8d09,trent,de wat,0,5
15282,9c3fa837c9f1d527,V2,45f528d238432fba,trent,marmanet,0,5
10918,6b2efe1353856d62,V4,1b31e5b6a3099e0d,trent,mnyama road,0,10
10917,6b2efe1353856d62,V3,f2898feaa1b608c4,trent,mnyamaroad,0,9
10921,6b2efe1353856d62,V9,f3603b0022e1eccf,trent,morgan grenville,0,13
10920,6b2efe1353856d62,V8,d49fe0e27a5a6d2b,trent,morgangrenvilles store,0,18
10919,6b2efe1353856d62,V7,78c0c5f77ab6fa61,trent,nyandarua district,0,15
15284,9c3fa837c9f1d527,V5,6fb608ed9470e09d,trent,oljabet,0,6
10916,6b2efe1353856d62,V1,11fbf023dbd71a01,trent,shamata,0,6
15286,9c3fa837c9f1d527,V9,7efa9904d1da5a5a,trent,subuko,0,6
15285,9c3fa837c9f1d527,V7,5e4a5cd6713cdff1,trent,subuku,0,6
1395,0b4f35938aed4121,V8,2a8fb6c1b289a74a,trents farm,kampi ya mzinga,0,13
6600,3b6b990713ce1518,V3,45f528d238432fba,trents farm,marmanet,0,11
1392,0b4f35938aed4121,V3,054e6d317c1b1596,trents farm,mnyama road,0,10
1393,0b4f35938aed4121,V6,f2898feaa1b608c4,trents farm,mnyamaroad,0,10
1394,0b4f35938aed4121,V7,f6a67d1c68e7fff3,trents farm,mzinga kampi ya,0,12
6601,3b6b990713ce1518,V5,d093c4096282bb71,trents farm,oljabet,0,11
1396,0b4f35938aed4121,V10,fe484e0425ee0554,trents farm,sentry hill,0,8
1391,0b4f35938aed4121,V1,11fbf023dbd71a01,trents farm,shamata,0,10
6603,3b6b990713ce1518,V9,7efa9904d1da5a5a,trents farm,subuko,0,10
6602,3b6b990713ce1518,V7,5e4a5cd6713cdff1,trents farm,subuku,0,10
6599,3b6b990713ce1518,V2,b9431cdcc8fa4cf0,trents farm,trent,0,6
6523,3ab0f574d9560d61,V3,d4cc1016500abde0,trichardt,breiteneach,0,9
6528,3ab0f574d9560d61,V10,bf2657705b1db7d3,trichardt,igwamiti,0,7
12807,7fe0dd0931d5a10a,V9,85d42d1d9d75d030,trichardt,losogwa,0,9
6526,3ab0f574d9560d61,V8,b5352c773cd555fa,trichardt,malik smills marmanet forest,0,24
6521,3ab0f574d9560d61,V1,04bbab442007c2fe,trichardt,marmenet,0,8
6524,3ab0f574d9560d61,V4,50abcc5cddad7def,trichardt,nyahururu,0,8
6527,3ab0f574d9560d61,V9,43d25dd2a0ac945e,trichardt,olarinyiro,0,8
6525,3ab0f574d9560d61,V7,40dd7e0dddd6f7bf,trichardt,van dyk,0,9
17286,b67322fb93b0d134,V8,6cb09786b680e5a2,trisha forest,hithe road,0,9
17284,b67322fb93b0d134,V4,abd1513bda30a938,trisha forest,huguini,0,12
17285,b67322fb93b0d134,V6,37ca8fd1cfd29dd8,trisha forest,ihithe road,0,9
17282,b67322fb93b0d134,V2,f46bb62092f750f3,trisha forest,kiandongorp welfare centre,0,21
17283,b67322fb93b0d134,V3,a7280df5903be8f5,trisha forest,kiondongore welfare centre,0,21
11984,779455ed0dc60697,V3,e7248df09a1205f2,truran,endonata farm,0,11
11987,779455ed0dc60697,V9,edb103eec57eb992,truran,kichaka farm,0,11
11983,779455ed0dc60697,V2,0378b531bd82bec2,truran,ol joro orok,0,10
11988,779455ed0dc60697,V10,a5af9fcfc50d62d4,truran,ruiru,0,4
11986,779455ed0dc60697,V6,3eb4417245710494,truran,twelve springs farm,0,16
11985,779455ed0dc60697,V5,434a98d2794b8353,truran,twelvespringsfarm,0,14
4402,2499b5a1b7e221fd,V2,b6c73fd791aced4d,tryon,amu power company,0,14
4406,2499b5a1b7e221fd,V7,f2b326dc322048f8,tryon,case,0,5
4405,2499b5a1b7e221fd,V6,0a1664db679f5117,tryon,eaton evans,0,9
4403,2499b5a1b7e221fd,V3,78fb95764944c825,tryon,hall,0,5
4408,2499b5a1b7e221fd,V9,008fa70466ec2ce1,tryon,kisiguli farm,0,13
4409,2499b5a1b7e221fd,V10,9d1d5176387e6601,tryon,malewa,0,6
4404,2499b5a1b7e221fd,V4,a7667a7c7c7c5ca1,tryon,old wanjohi road,0,15
4407,2499b5a1b7e221fd,V8,f4b416c5f6c48935,tryon,steyn,0,3
8335,4defabbdaa92d0a3,V4,73ce4e72e05fc3a8,tucker,kamarr,0,5
8334,4defabbdaa92d0a3,V2,ef4dac33925cb156,tucker,kanditura,0,8
8336,4defabbdaa92d0a3,V6,432e7ce697898c8f,tucker,rumuruti,0,7
17319,b70d296085083a82,V5,95fca7cd7fdc4e8d,tungu,kamagogo,0,7
17321,b70d296085083a82,V7,72662deb1a8992bb,tungu,kiangondu,0,6
17320,b70d296085083a82,V6,82ac8df905dc147f,tungu,samji,0,5
12662,7e03673bea75deef,V7,483c3c487dd938a8,turner,karagoinisettlement,0,16
12660,7e03673bea75deef,V2,75dcdab5c05f7e6a,turner,leshau,0,6
12663,7e03673bea75deef,V8,c97b9237516388ef,turner,marigat,0,6
12661,7e03673bea75deef,V5,99ee616ad5ac334a,turner,mathingira,0,7
12664,7e03673bea75deef,V9,59a0b8f2b5f66468,turner,mreru,0,4
13848,8cff91d4048cfafa,V8,8ef92cf34c0ef5e7,turners farm,crescent island,0,12
13847,8cff91d4048cfafa,V7,b03fd87ca164fac8,turners farm,crescentisland,0,12
13845,8cff91d4048cfafa,V4,464378b9d3872336,turners farm,lotus island,0,10
13843,8cff91d4048cfafa,V2,12c1bc814cc00721,turners farm,lotusisland,0,10
13844,8cff91d4048cfafa,V3,663c7e2d03d2ef2d,turners farm,naivasha country club,0,18
13846,8cff91d4048cfafa,V6,ff62cbb81aee3a1c,turners farm,naivasha yacht club,0,17
5406,2e85dcea1a6181e4,V4,294fa6c685c86a15,tuso,chania valley,0,13
5405,2e85dcea1a6181e4,V3,92d9b91f1fa0567e,tuso,ichichi,0,7
5407,2e85dcea1a6181e4,V5,a94fba8affa74243,tuso,kairo  kiruri loc 14,0,18
5404,2e85dcea1a6181e4,V2,fd7d532b21fa7d20,tuso,kiruri,0,5
5410,2e85dcea1a6181e4,V8,4cdf99e3f9d32828,tuso,kiruri sublocation,0,15
5408,2e85dcea1a6181e4,V6,98d9689c297be498,tuso,kiruriichichi road,0,16
5409,2e85dcea1a6181e4,V7,7ad152e1c1c9a6af,tuso,loc 9,0,5
15133,9add4c261bec846e,V3,619c4112634785b3,tuthe,karumuru,0,7
15135,9add4c261bec846e,V5,de7f82e509d60f51,tuthe,karuris,0,6
15136,9add4c261bec846e,V6,2cc41e06c6e4aacb,tuthe,south kinangop,0,11
15137,9add4c261bec846e,V7,dc79f498d4da2489,tuthe,tuso,0,3
3605,1d4754a0b68a23e6,V3,619c4112634785b3,tutho,karumuru,0,7
3607,1d4754a0b68a23e6,V5,de7f82e509d60f51,tutho,karuris,0,6
3608,1d4754a0b68a23e6,V6,2cc41e06c6e4aacb,tutho,south kinangop,0,10
17757,bbe156a58665f775,V10,c5b329f9e6dc5c4e,twelve apostles,blackcrags,0,12
17754,bbe156a58665f775,V4,6bd70dea91e7a041,twelve apostles,rays,0,13
17755,bbe156a58665f775,V5,1caee669dd766a67,twelve apostles,scott and sugdens,0,13
2669,15bf62e959598fe2,V9,539a83d80523f3d4,uaso nyiro,bastos farm,0,7
2666,15bf62e959598fe2,V3,545b19a0fea6adf1,uaso nyiro,hobleyvalley,0,12
2667,15bf62e959598fe2,V4,755e314623ea1127,uaso nyiro,naro moru,0,6
2668,15bf62e959598fe2,V5,a49aef4150c534ac,uaso nyiro,naru moro,0,6
2664,15bf62e959598fe2,V1,e229d19c4f81a862,uaso nyiro,vase nyiro river,0,8
15475,9e4e23a4e4610291,V1,16aa433592d86ba7,upper abothoguchi,gai,0,15
15477,9e4e23a4e4610291,V10,8bdc3bb2d8e3bc7d,upper abothoguchi,gaingaaie,0,15
19589,d8d81ae86c6c1862,V5,3bdc9bb55356f50e,upper abothoguchi,garba tulla,0,13
12278,7a3ecb50d6a6b6b1,V2,c5da33a2df57b498,upper abothoguchi,getauga,0,14
12279,7a3ecb50d6a6b6b1,V3,fec7c4b2b7c0f5d0,upper abothoguchi,gitauga,0,15
12280,7a3ecb50d6a6b6b1,V6,6e63a7df49e07f13,upper abothoguchi,kariene market,0,16
12281,7a3ecb50d6a6b6b1,V8,c751f41e7ab5c283,upper abothoguchi,kariene sublocation,0,17
19588,d8d81ae86c6c1862,V1,c819d177bc9d3fab,upper abothoguchi,kinna,0,16
19591,d8d81ae86c6c1862,V10,eb9bb42b26769c1a,upper abothoguchi,mulika lodge airport,0,18
19590,d8d81ae86c6c1862,V8,f9ddc2c991a94f0d,upper abothoguchi,onawara,0,16
15476,9e4e23a4e4610291,V9,d6b06531319d2df6,upper abothoguchi,tia,0,16
21382,f69e238d9c0572f6,V2,a3ad1fd1a3d9319c,upper burgurat river,cooks farm,0,17
21384,f69e238d9c0572f6,V4,0499164f642a36bc,upper burgurat river,gathiuru forest station,0,19
21387,f69e238d9c0572f6,V9,f26971126f9401c1,upper burgurat river,heho,0,19
21385,f69e238d9c0572f6,V5,9aae1c2331aeb774,upper burgurat river,nanyuki forest station,0,19
21386,f69e238d9c0572f6,V8,5cd8b905e8970e83,upper burgurat river,nanyukiforeststation,0,18
21383,f69e238d9c0572f6,V3,df082c0d1d4af131,upper burgurat river,nrnanyuki  forest station,0,22
12084,78acd3d0db67c43d,V3,7a28d735a3c1045f,upper imenti forest,kanyomba,0,17
12086,78acd3d0db67c43d,V10,1c90ad6bfa06f87c,upper imenti forest,lake nkunga,0,16
12083,78acd3d0db67c43d,V2,03b2723f77671b7d,upper imenti forest,ngunga lake,0,16
12085,78acd3d0db67c43d,V4,6ff2abd6b165367e,upper imenti forest,nkunga lake,0,16
17834,bce40c3048cd9f4b,V7,ebd2729ada33c850,upper kahuti,gatherusublocation,0,14
17833,bce40c3048cd9f4b,V5,023a63267c55d255,upper kahuti,gatundu,0,11
18042,c0162ebe398291f8,V4,202668c170eb5987,upper kahuti,githambo,0,11
18040,c0162ebe398291f8,V2,033f47022b2c25c1,upper kahuti,githiga,0,11
17829,bce40c3048cd9f4b,V1,62dbbf6c94caced4,upper kahuti,gitui,0,10
18041,c0162ebe398291f8,V3,bd5a878cb9a8deec,upper kahuti,kahuro,0,8
17835,bce40c3048cd9f4b,V8,1858269511290f95,upper kahuti,karuri,0,8
17832,bce40c3048cd9f4b,V4,ee9ddcac43e8602b,upper kahuti,karuruone,0,11
17831,bce40c3048cd9f4b,V3,d9c0c3b5d6c95bcc,upper kahuti,muriuriu,0,10
17830,bce40c3048cd9f4b,V2,dc423ae47da6d958,upper kahuti,riri,0,10
18043,c0162ebe398291f8,V5,4eba7edce0e0b9ee,upper kahuti,theri,0,9
13549,891306c99222ad35,V2,0ea8209b9a76ef3d,upper ontulili rivr,murros farm,0,16
13552,891306c99222ad35,V10,6d36b6283f164deb,upper ontulili rivr,old hooks route,0,17
13550,891306c99222ad35,V3,636b3e0ccd591434,upper ontulili rivr,sawan,0,18
18727,cb2462e7da4c393a,V10,3a6fe910427479a5,upper rupengazi river,katuni,0,18
18725,cb2462e7da4c393a,V3,73cc04300bcc02a2,upper rupengazi river,sambana plantations,0,18
18726,cb2462e7da4c393a,V9,f526d01c4a7fa185,upper rupengazi river,sambanaplantations,0,18
18724,cb2462e7da4c393a,V2,d3ed8c2ad84fad55,upper rupengazi river,thambana plantations,0,19
9294,57d55efdae0dfa24,V4,788c9a9ffd21c688,uruku,kathera,0,7
9295,57d55efdae0dfa24,V5,4c9698f07dd70bb1,uruku,kathera sublocation,0,17
9293,57d55efdae0dfa24,V3,223f02bcfc14b20f,uruku,katherasublocation,0,16
9292,57d55efdae0dfa24,V2,5cc9a3ab9fd218d9,uruku,munyiwakiria,0,10
19376,d5eb5cf8f33565f8,V10,b8b400eec7044a36,van bl rk,kanyagia,0,7
19372,d5eb5cf8f33565f8,V3,feef81649b557221,van bl rk,mairo ikumi primary,0,15
19373,d5eb5cf8f33565f8,V4,d4beac48d8047782,van bl rk,sharpes road,0,9
19374,d5eb5cf8f33565f8,V5,9b3762d770adde17,van bl rk,sharps road,0,9
19375,d5eb5cf8f33565f8,V9,fe443a7a2d9af276,van bl rk,suswa,0,9
6582,3b4e3eb4f99bafc3,V3,66718169deb533c3,van blerk,kanyagia,0,7
6586,3b4e3eb4f99bafc3,V8,c058fee25cd07b48,van blerk,macgregers farm,0,12
8076,4ac8beb7260c068d,V3,feef81649b557221,van blerk,mairo ikumi primary,0,16
6583,3b4e3eb4f99bafc3,V5,3a701177b97dbd38,van blerk,mandy farm,0,7
6585,3b4e3eb4f99bafc3,V7,b0e33c4f1ca02d1e,van blerk,schofield,0,8
6588,3b4e3eb4f99bafc3,V10,d4beac48d8047782,van blerk,sharpes road,0,10
6587,3b4e3eb4f99bafc3,V9,9b3762d770adde17,van blerk,sharps road,0,10
6584,3b4e3eb4f99bafc3,V6,fe443a7a2d9af276,van blerk,suswa,0,9
3827,1f5ecf6b843c41c3,V2,43e2654c8004fe6f,van dam,dirt road,0,7
3834,1f5ecf6b843c41c3,V10,eb145fd7cc735620,van dam,luis farm,0,6
3830,1f5ecf6b843c41c3,V5,22241d7b69f49ea8,van dam,parking for sandai guesthouse,0,24
3829,1f5ecf6b843c41c3,V4,dca9c8c5f176bcb7,van dam,sandai farmafrican footprints ltd,0,28
3828,1f5ecf6b843c41c3,V3,b41a73313e5c90e1,van dam,sandaiafrican footprints ltdcamping,0,29
3832,1f5ecf6b843c41c3,V7,1afac2fa358742a7,van dam,solio ranch,0,9
3831,1f5ecf6b843c41c3,V6,143127aee9ec0b9b,van dam,solio ranch limited,0,15
3833,1f5ecf6b843c41c3,V9,4d7e7d9a067cd826,van dam,solioranch,0,9
19223,d291dd434735c530,V8,61da953ed6906712,van der westhuizen,angata,0,15
19222,d291dd434735c530,V7,8fd7af173dcb1304,van der westhuizen,danials,0,15
19221,d291dd434735c530,V6,6325e26ee9b20968,van der westhuizen,daniels,0,14
2823,16cb341fee62a0a8,V7,15abc250092e2012,van der westhuizen,drys farm,0,15
19220,d291dd434735c530,V5,a735e9ebdbb090b9,van der westhuizen,hawkins,0,15
2825,16cb341fee62a0a8,V10,edb103eec57eb992,van der westhuizen,kichaka farm,0,17
2820,16cb341fee62a0a8,V2,182ab1251be2c7e3,van der westhuizen,kilimangai farm,0,18
2822,16cb341fee62a0a8,V5,549ad9e393a6cbfd,van der westhuizen,nyairoko,0,16
19225,d291dd434735c530,V10,bcef5fbf9bb19309,van der westhuizen,ongata ongumot,0,15
19224,d291dd434735c530,V9,4e023265f33d8b75,van der westhuizen,ongumot,0,16
2824,16cb341fee62a0a8,V9,6cba364c1d236e1c,van der westhuizen,oraimutiafarm,0,16
19217,d291dd434735c530,V1,206991b57fd3eed5,van der westhuizen,sharpes road,0,15
19219,d291dd434735c530,V4,225025ee9ed3bb2f,van der westhuizen,sharpesroad,0,15
19218,d291dd434735c530,V3,769897bb3861d4fa,van der westhuizen,sharps road,0,16
2821,16cb341fee62a0a8,V3,e8501baacfbe2f31,van der westhuizen,supuko lool tian,0,15
14670,951cda85a583e605,V7,74cde1b1bfdecc93,van deventer,augeraud,0,10
6569,3b4172ad9ebc5ce0,V9,6515c7ea3768b65f,van deventer,clive farms,0,11
6566,3b4172ad9ebc5ce0,V1,9a673599946d0027,van deventer,elliot,0,11
14668,951cda85a583e605,V4,e3f336feffde13e6,van deventer,kanyagia settlement,0,14
14666,951cda85a583e605,V2,91f1ac51f6ba3490,van deventer,kanyagiasettlement,0,13
8290,4d49f098b7d445b6,V9,278360c053295cae,van deventer,karai,0,11
6570,3b4172ad9ebc5ce0,V10,7fda632a6be548e8,van deventer,leshau,0,11
14671,951cda85a583e605,V8,feef81649b557221,van deventer,mairo ikumi primary,0,16
14667,951cda85a583e605,V3,0fea62ca46535533,van deventer,mawingosettlement,0,13
6567,3b4172ad9ebc5ce0,V2,cb571679f594aaf9,van deventer,mreru,0,11
6568,3b4172ad9ebc5ce0,V4,2959cbe5277e66a3,van deventer,ndivai,0,9
8289,4d49f098b7d445b6,V7,85f130b3ca53019c,van deventer,rishau,0,12
14669,951cda85a583e605,V6,b0e33c4f1ca02d1e,van deventer,schofield,0,11
14673,951cda85a583e605,V10,f4fdf7cf7ab0192a,van deventer,sharpes road,0,11
14672,951cda85a583e605,V9,e0fb3acf207633d8,van deventer,sharps road,0,12
1540,0c1ddd782e4c8ad6,V5,4581b554b20646e4,van dyk,brahmer,0,7
11413,70b6fcdfedfec3ab,V6,15abc250092e2012,van dyk,drys farm,0,8
4448,2523b4b3af06612a,V2,e84e24819008da83,van dyk,gituamba,0,8
4447,2523b4b3af06612a,V1,0aa6a596b758571f,van dyk,icely,0,6
13745,8c132cef5efb5ab2,V5,8f008327e44dc8d2,van dyk,kanyagia,0,6
11412,70b6fcdfedfec3ab,V3,edb103eec57eb992,van dyk,kichaka farm,0,10
9881,5e12bea865299687,V5,3c6eb6f1683021e8,van dyk,lariak settlement,0,15
9882,5e12bea865299687,V7,77bb5982f77faf41,van dyk,lariaksettlement,0,15
1541,0c1ddd782e4c8ad6,V6,95868b86474c8c5a,van dyk,lloyd,0,6
13744,8c132cef5efb5ab2,V4,e339b2284b64d040,van dyk,ndurumo,0,7
13743,8c132cef5efb5ab2,V3,9488f198bfc848a8,van dyk,ndurumu limited,0,14
18423,c5720e1372979057,V1,5fdfcf34640df8f4,van dyk,ngorika,0,7
4451,2523b4b3af06612a,V6,8253d2011b00d2de,van dyk,nusigio glade,0,12
4450,2523b4b3af06612a,V5,da271e782cfb3741,van dyk,ol arabel forest reserve,0,22
1542,0c1ddd782e4c8ad6,V7,3071549f7e312b16,van dyk,ol joro orok,0,10
4453,2523b4b3af06612a,V10,19659be9141e4f20,van dyk,olarabel,0,7
4452,2523b4b3af06612a,V9,bab36d803e7f51ef,van dyk,olarabel forest,0,13
11416,70b6fcdfedfec3ab,V10,17900ec71600cf09,van dyk,oleolondo farm,0,12
1538,0c1ddd782e4c8ad6,V1,c4aa4e9837095786,van dyk,raywell farm,0,10
1539,0c1ddd782e4c8ad6,V4,eb8e82d52e8e1a15,van dyk,raywellfarm,0,10
1543,0c1ddd782e4c8ad6,V8,a5af9fcfc50d62d4,van dyk,ruiru,0,7
13742,8c132cef5efb5ab2,V2,37bdf756eb075459,van dyk,rumuruti,0,8
18424,c5720e1372979057,V3,bbd833ffa42aebb8,van dyk,sabugo,0,6
18425,c5720e1372979057,V4,5fb4d98a1d074cfb,van dyk,sabugu,0,6
11415,70b6fcdfedfec3ab,V8,e8501baacfbe2f31,van dyk,supuko lool tian,0,15
4449,2523b4b3af06612a,V3,2ec0e2b47f674230,van dyk,thigio,0,7
1544,0c1ddd782e4c8ad6,V9,360b988d587f04bd,van dyk,tuluet fruit farm,0,16
11411,70b6fcdfedfec3ab,V2,f580c01fa723cb73,van dyk,twelve springs farm,0,16
11414,70b6fcdfedfec3ab,V7,434a98d2794b8353,van dyk,twelvespringsfarm,0,15
13741,8c132cef5efb5ab2,V1,1d8e9f819c590f78,van dyk,wedd,0,6
17863,bd157b93bee78033,V4,6e647318b13b4d57,van feyes farm,karichora,0,12
17862,bd157b93bee78033,V3,c6ce07576262f725,van feyes farm,kinangop gilgil,0,14
17866,bd157b93bee78033,V10,9be072a620f722db,van feyes farm,kitiri settlement,0,15
17865,bd157b93bee78033,V9,6807e3f2726016bb,van feyes farm,kitirisettlement,0,15
17864,bd157b93bee78033,V8,4ed375b7b8c0199e,van feyes farm,maggius farm,0,7
17861,bd157b93bee78033,V2,bf0271e56338469a,van feyes farm,phillips,0,13
17500,b97b02da609ae725,V4,4a04b66d9bb4f1e5,van landsberg,engare olmorijo,0,14
17502,b97b02da609ae725,V9,d1d1dbeade4cff0c,van landsberg,longridges,0,10
17501,b97b02da609ae725,V7,aaa4d621cff16a2c,van landsberg,moridjo,0,12
17499,b97b02da609ae725,V3,3f3ea5d55092f0ed,van landsberg,olmorijo engare,0,14
16933,b167e218207a5147,V9,da6692ae989349c8,van landsbergh,borman,0,12
16928,b167e218207a5147,V3,0f7568e14bdb96ac,van landsbergh,kruger,0,12
16934,b167e218207a5147,V10,59e9f92260ef9215,van landsbergh,melewa bend,0,11
16927,b167e218207a5147,V2,fb95d89b8fae9e21,van landsbergh,morgen greiville,0,15
16931,b167e218207a5147,V7,34847ccd3053b22e,van landsbergh,mouton,0,13
16932,b167e218207a5147,V8,11a651ba727c46ca,van landsbergh,moutons farm,0,12
16929,b167e218207a5147,V4,2b50593f8cd72ca5,van landsbergh,olkalou,0,13
16930,b167e218207a5147,V5,574601ac13b5fbc3,van landsbergh,rurii,0,13
8326,4de10c757479f662,V4,f9197a1c7bce3a07,van rensburg,cedar valley farm,0,13
8327,4de10c757479f662,V5,0e596454d819fcff,van rensburg,griffin,0,11
8328,4de10c757479f662,V6,34a5142a21c19214,van rensburg,griffins,0,10
8330,4de10c757479f662,V8,c52846da3dd97c40,van rensburg,hauschild,0,11
8323,4de10c757479f662,V1,edd4961db77fe7f7,van rensburg,hoffman,0,11
8324,4de10c757479f662,V2,022aca4247d7aa44,van rensburg,hoffmeyer,0,10
8331,4de10c757479f662,V9,5963bdf740a5e0b6,van rensburg,olkalou,0,11
8329,4de10c757479f662,V7,028d06f300aa4ff3,van rensburg,platter,0,10
8332,4de10c757479f662,V10,9e2b7c6b0a44d62e,van rensburg,silanga farm,0,11
6340,38e8e282884f36bf,V3,50386d70cf72ead4,van rensburghs farm,drumvale estate,0,16
6341,38e8e282884f36bf,V4,abda61a4d157ee23,van rensburghs farm,drumwale estate,0,16
6342,38e8e282884f36bf,V10,0e43533cc052bae7,van rensburghs farm,kwakyoledam,0,17
6339,38e8e282884f36bf,V2,c728d3ff3621370b,van rensburghs farm,malumanidam,0,15
14155,8fea113e45d15acd,V9,be4ead130ee67753,van straaten,de bruin,0,9
14154,8fea113e45d15acd,V8,f92d50bc0493c59a,van straaten,greyling,0,11
14156,8fea113e45d15acd,V10,79c0f16daba53239,van straaten,hallowes,0,10
14152,8fea113e45d15acd,V2,2edcb4795ab7b74e,van straaten,karindo,0,10
14153,8fea113e45d15acd,V6,9b8c462fe3d574f9,van straaten,upper gilgil,0,12
13823,8c9d257fcbf7f1d5,V5,cfe96ed27923e2dd,van wyks farm,athitini,0,12
13825,8c9d257fcbf7f1d5,V7,9ae9a84feff4c591,van wyks farm,enagum,0,11
13822,8c9d257fcbf7f1d5,V4,2539b97a0cd0b5eb,van wyks farm,lubwa,0,11
13824,8c9d257fcbf7f1d5,V6,bcd8b14312b08045,van wyks farm,mukoiru,0,11
13826,8c9d257fcbf7f1d5,V8,35b1d8f23a8d861b,van wyks farm,nagum,0,11
13820,8c9d257fcbf7f1d5,V2,eb6bcd635406b8e3,van wyks farm,nanyuki river,0,10
13821,8c9d257fcbf7f1d5,V3,9031b489a6fa8ac3,van wyks farm,northerngrazingarea,0,16
11535,722ee46f0f43e463,V2,858b5114d4e53de9,vanera,enaiposha,0,7
11537,722ee46f0f43e463,V4,52fc2baa91268faf,vanera,morendat,0,6
11538,722ee46f0f43e463,V8,f5a1adf9da2d0761,vanera,morendat station,0,14
